Time,Pressure_hPa,Abs_Alt_m,Rel_Alt_m,LED_Status
2026-01-26 19:34:55.808778,1014.79,-12.85,-0.03,ON (Low Alt)
2026-01-26 19:34:55.911551,1014.80,-12.86,-0.04,ON (Low Alt)
2026-01-26 19:34:56.014676,1014.80,-12.86,-0.04,ON (Low Alt)
2026-01-26 19:34:56.117567,1014.80,-12.86,-0.04,ON (Low Alt)
2026-01-26 19:34:56.220284,1014.80,-12.86,-0.04,ON (Low Alt)
2026-01-26 19:34:56.323215,1014.80,-12.87,-0.05,ON (Low Alt)
2026-01-26 19:34:56.426735,1014.80,-12.87,-0.05,ON (Low Alt)
2026-01-26 19:34:56.529582,1014.80,-12.88,-0.06,ON (Low Alt)
2026-01-26 19:34:56.632303,1014.80,-12.89,-0.07,ON (Low Alt)
2026-01-26 19:34:56.735100,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:34:56.837905,1014.80,-12.88,-0.06,ON (Low Alt)
2026-01-26 19:34:56.941874,1014.80,-12.87,-0.05,ON (Low Alt)
2026-01-26 19:34:57.045122,1014.80,-12.88,-0.06,ON (Low Alt)
2026-01-26 19:34:57.149303,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:34:57.253970,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:34:57.357233,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:34:57.460323,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:07.987699,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:08.090455,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:08.193907,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:08.297033,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:08.399773,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:41:08.503714,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:08.606860,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:08.709495,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:41:08.812157,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:41:08.914880,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:41:09.017748,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:41:09.121332,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:09.224209,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:09.327257,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:09.435090,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:09.538040,1014.80,-12.91,-0.10,ON (Low Alt)
2026-01-26 19:41:09.640766,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:41:09.743643,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:41:09.846619,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:09.950104,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:10.053164,1014.80,-12.88,-0.06,ON (Low Alt)
2026-01-26 19:41:10.155893,1014.80,-12.88,-0.06,ON (Low Alt)
2026-01-26 19:41:10.258839,1014.80,-12.89,-0.07,ON (Low Alt)
2026-01-26 19:41:10.361737,1014.80,-12.88,-0.06,ON (Low Alt)
2026-01-26 19:41:10.464497,1014.80,-12.89,-0.07,ON (Low Alt)
2026-01-26 19:41:10.567095,1014.80,-12.88,-0.07,ON (Low Alt)
2026-01-26 19:41:10.669803,1014.80,-12.88,-0.07,ON (Low Alt)
2026-01-26 19:41:10.772582,1014.80,-12.88,-0.06,ON (Low Alt)
2026-01-26 19:41:10.875220,1014.80,-12.89,-0.07,ON (Low Alt)
2026-01-26 19:41:10.977790,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:11.080570,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:11.183611,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:11.286346,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:41:11.389047,1014.80,-12.91,-0.10,ON (Low Alt)
2026-01-26 19:41:11.491981,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:11.594729,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:11.697371,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:11.800002,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:11.902636,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:12.007583,1014.81,-12.95,-0.13,ON (Low Alt)
2026-01-26 19:41:12.110298,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:12.213341,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:12.316193,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:12.428303,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:12.547550,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:12.653850,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:12.757379,1014.81,-12.95,-0.13,ON (Low Alt)
2026-01-26 19:41:12.863375,1014.81,-12.95,-0.13,ON (Low Alt)
2026-01-26 19:41:12.966123,1014.81,-12.95,-0.13,ON (Low Alt)
2026-01-26 19:41:13.068965,1014.80,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:13.172522,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:13.286304,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:13.390484,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:13.495523,1014.80,-12.93,-0.12,ON (Low Alt)
2026-01-26 19:41:13.598629,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:13.701635,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:13.804794,1014.81,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:13.907898,1014.80,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:14.010607,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:14.113684,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:14.216433,1014.80,-12.92,-0.11,ON (Low Alt)
2026-01-26 19:41:14.319424,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:14.422357,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:14.525244,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:14.628860,1014.80,-12.92,-0.10,ON (Low Alt)
2026-01-26 19:41:14.732190,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:41:14.840375,1014.80,-12.90,-0.08,ON (Low Alt)
2026-01-26 19:41:14.943205,1014.80,-12.91,-0.09,ON (Low Alt)
2026-01-26 19:41:15.047297,1014.81,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:15.151045,1014.81,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:15.253718,1014.80,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:15.356423,1014.80,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:15.459105,1014.80,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:15.561826,1014.81,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:15.664514,1014.80,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:15.767388,1014.81,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:15.870155,1014.81,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:15.972885,1014.80,-12.93,-0.11,ON (Low Alt)
2026-01-26 19:41:16.075435,1014.81,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:16.178088,1014.81,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:16.281374,1014.81,-12.95,-0.13,ON (Low Alt)
2026-01-26 19:41:16.385676,1014.81,-12.95,-0.13,ON (Low Alt)
2026-01-26 19:41:16.488372,1014.80,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:16.591092,1014.81,-12.94,-0.12,ON (Low Alt)
2026-01-26 19:41:16.694015,1014.81,-12.95,-0.13,ON (Low Alt)
2026-01-26 19:41:16.797150,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:16.899952,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:17.002834,1014.81,-12.95,-0.13,ON (Low Alt)
2026-01-26 19:41:17.105962,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:17.210954,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:17.315073,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:17.423715,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:17.542071,1014.81,-12.95,-0.13,ON (Low Alt)
2026-01-26 19:41:17.644756,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:17.748109,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:17.851454,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:17.954606,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:18.057243,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:18.160018,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:18.262754,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:18.372402,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:18.478549,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:18.582233,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:18.685578,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:18.789964,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:18.893064,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:18.996791,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:19.101026,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:19.203887,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:19.306985,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:19.410359,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:19.513505,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:19.616650,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:19.719274,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:19.821911,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:19.924609,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:20.027287,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:20.129870,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:20.232527,1014.81,-12.96,-0.14,ON (Low Alt)
2026-01-26 19:41:20.335155,1014.81,-12.95,-0.13,ON (Low Alt)
2026-01-26 19:41:20.525455,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:20.628895,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:20.731748,1014.81,-12.99,-0.17,ON (Low Alt)
2026-01-26 19:41:20.834840,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:20.937553,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:21.040573,1014.81,-12.99,-0.17,ON (Low Alt)
2026-01-26 19:41:21.143494,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:21.246374,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:21.349097,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:21.451651,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:21.554230,1014.81,-12.99,-0.18,ON (Low Alt)
2026-01-26 19:41:21.656947,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:21.759570,1014.81,-12.99,-0.17,ON (Low Alt)
2026-01-26 19:41:21.862454,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:21.965250,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:22.067866,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:22.171037,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:22.273912,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:22.376680,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:22.479786,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:22.582738,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:22.685347,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:22.788130,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:22.891169,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:22.994730,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:23.097803,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:23.201131,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:23.304476,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:23.407467,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:23.510393,1014.81,-12.99,-0.17,ON (Low Alt)
2026-01-26 19:41:23.613694,1014.81,-12.99,-0.17,ON (Low Alt)
2026-01-26 19:41:23.716641,1014.81,-12.99,-0.17,ON (Low Alt)
2026-01-26 19:41:23.819484,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:23.922509,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:24.025249,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:24.128156,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:24.230980,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:24.333693,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:24.436554,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:24.539225,1014.81,-12.97,-0.15,ON (Low Alt)
2026-01-26 19:41:24.642093,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:24.745062,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:24.847834,1014.81,-12.99,-0.17,ON (Low Alt)
2026-01-26 19:41:24.950931,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:25.053800,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:25.156684,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:25.259413,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:25.362048,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:25.465517,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:25.568223,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:25.671203,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:25.773975,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:25.876957,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:25.980215,1014.82,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:26.082823,1014.82,-13.02,-0.21,ON (Low Alt)
2026-01-26 19:41:26.185376,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:26.287929,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:26.390544,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:26.493192,1014.82,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:26.595754,1014.82,-13.04,-0.22,ON (Low Alt)
2026-01-26 19:41:26.698274,1014.82,-13.04,-0.22,ON (Low Alt)
2026-01-26 19:41:26.800795,1014.82,-13.04,-0.22,ON (Low Alt)
2026-01-26 19:41:26.903434,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:27.006216,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:27.109114,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:27.212201,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:27.314989,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:27.417719,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:27.520514,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:27.623233,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:27.726085,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:27.828771,1014.82,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:27.931521,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:28.034225,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:28.137109,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:28.239822,1014.82,-13.04,-0.22,ON (Low Alt)
2026-01-26 19:41:28.342653,1014.82,-13.04,-0.22,ON (Low Alt)
2026-01-26 19:41:28.445503,1014.82,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:28.548242,1014.82,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:28.651030,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:28.754031,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:28.856720,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:28.959518,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:29.062364,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:29.165070,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:29.267773,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:29.371315,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:29.474297,1014.81,-12.99,-0.17,ON (Low Alt)
2026-01-26 19:41:29.577391,1014.81,-12.99,-0.17,ON (Low Alt)
2026-01-26 19:41:29.680169,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:29.783084,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:29.885904,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:29.988712,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:30.091440,1014.81,-12.98,-0.16,ON (Low Alt)
2026-01-26 19:41:30.194269,1014.81,-12.99,-0.17,ON (Low Alt)
2026-01-26 19:41:30.297073,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:30.399844,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:30.502716,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:30.605674,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:30.708420,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:30.811161,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:30.913870,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:31.016679,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:31.120340,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:31.223150,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:31.325886,1014.82,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:31.428815,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:31.531589,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:31.634400,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:31.737184,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:31.839952,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:31.943027,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:32.045897,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:32.148656,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:32.251331,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:32.354164,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:32.457080,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:32.560440,1014.81,-13.02,-0.20,ON (Low Alt)
2026-01-26 19:41:32.663330,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:32.766234,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:32.869280,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:32.972379,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:33.075183,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:33.177982,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:33.280941,1014.81,-13.00,-0.18,ON (Low Alt)
2026-01-26 19:41:33.383669,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:33.487634,1014.82,-13.03,-0.21,ON (Low Alt)
2026-01-26 19:41:33.590927,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:33.693705,1014.81,-13.01,-0.19,ON (Low Alt)
2026-01-26 19:41:33.796969,1014.81,-13.01,-0.19,ON (Low Alt)
