Time,Pressure_hPa,Altitude_m,Drop_m,LED_Status
1768304963.6581383,999.69,113.55,-0.03,0
1768304963.7610688,999.69,113.55,-0.04,0
1768304963.8639596,999.69,113.54,-0.03,0
1768304963.9669127,999.69,113.55,-0.03,0
1768304964.0699487,999.69,113.55,-0.04,0
1768304964.1729357,999.69,113.54,-0.03,0
1768304964.2759893,999.69,113.54,-0.02,0
1768304964.37921,999.69,113.54,-0.02,0
1768304964.4822433,999.69,113.54,-0.02,0
1768304964.5853322,999.69,113.53,-0.01,0
1768304964.6883252,999.69,113.53,-0.02,0
1768304964.791402,999.69,113.55,-0.03,0
1768304964.8943634,999.69,113.53,-0.02,0
1768304964.9974375,999.69,113.54,-0.02,0
1768304965.1006372,999.69,113.54,-0.02,0
1768304965.203716,999.69,113.53,-0.02,0
1768304965.3066828,999.69,113.53,-0.02,0
1768304965.4097822,999.69,113.53,-0.02,0
1768304965.5127742,999.69,113.53,-0.02,0
1768304965.6158044,999.69,113.54,-0.03,0
1768304965.7188509,999.69,113.55,-0.04,0
1768304965.821992,999.68,113.56,-0.04,0
1768304965.9250665,999.68,113.58,-0.06,0
1768304966.0280821,999.68,113.57,-0.05,0
1768304966.1311655,999.68,113.56,-0.04,0
1768304966.2347994,999.68,113.56,-0.05,0
1768304966.3379965,999.68,113.56,-0.05,0
1768304966.441052,999.68,113.56,-0.04,0
1768304966.5440264,999.69,113.55,-0.04,0
1768304966.6471202,999.68,113.56,-0.05,0
1768304966.7500725,999.68,113.56,-0.05,0
1768304966.8530576,999.69,113.55,-0.04,0
1768304966.9561033,999.69,113.55,-0.03,0
1768304967.05903,999.69,113.55,-0.03,0
1768304967.1620467,999.68,113.56,-0.05,0
1768304967.2651205,999.68,113.57,-0.05,0
1768304967.3681152,999.68,113.58,-0.06,0
1768304967.4712992,999.68,113.57,-0.05,0
1768304967.5745473,999.68,113.58,-0.06,0
1768304967.6777453,999.68,113.58,-0.06,0
1768304967.7808967,999.68,113.57,-0.05,0
1768304967.883912,999.68,113.57,-0.05,0
1768304967.9870307,999.68,113.56,-0.05,0
1768304968.0900586,999.68,113.57,-0.06,0
1768304968.1983175,999.68,113.58,-0.06,0
1768304968.3013854,999.68,113.58,-0.06,0
1768304968.4043205,999.68,113.58,-0.06,0
1768304968.507442,999.68,113.58,-0.06,0
1768304968.6104777,999.68,113.58,-0.06,0
1768304968.7135198,999.68,113.57,-0.06,0
1768304968.8166184,999.68,113.58,-0.06,0
1768304968.9196897,999.68,113.58,-0.07,0
1768304969.022875,999.68,113.60,-0.08,0
1768304969.12601,999.68,113.60,-0.09,0
1768304969.2303402,999.68,113.59,-0.07,0
1768304969.3336396,999.68,113.58,-0.07,0
1768304969.4370282,999.68,113.57,-0.06,0
1768304969.540355,999.68,113.57,-0.05,0
1768304969.6436653,999.69,113.55,-0.04,0
1768304969.7468908,999.68,113.56,-0.04,0
1768304969.8500345,999.68,113.56,-0.04,0
1768304969.9531746,999.68,113.56,-0.04,0
1768304970.056243,999.69,113.55,-0.04,0
1768304970.1593559,999.69,113.55,-0.04,0
1768304970.2624893,999.69,113.55,-0.04,0
1768304970.3654168,999.68,113.56,-0.04,0
1768304970.468538,999.68,113.57,-0.06,0
1768304970.5718,999.68,113.57,-0.06,0
1768304970.6749175,999.68,113.57,-0.06,0
1768304970.7779672,999.68,113.58,-0.06,0
1768304970.8810594,999.68,113.58,-0.06,0
1768304970.9841058,999.68,113.57,-0.06,0
1768304971.0903707,999.68,113.57,-0.05,0
1768304971.193393,999.68,113.57,-0.05,0
1768304971.2963235,999.68,113.58,-0.06,0
1768304971.3994246,999.68,113.58,-0.06,0
1768304971.5025504,999.68,113.57,-0.06,0
1768304971.6056101,999.68,113.58,-0.06,0
1768304971.708713,999.68,113.59,-0.07,0
1768304971.8117337,999.68,113.59,-0.07,0
1768304971.9149356,999.68,113.59,-0.07,0
1768304972.0180242,999.68,113.59,-0.07,0
1768304972.1210756,999.68,113.58,-0.07,0
1768304972.2241137,999.68,113.58,-0.07,0
1768304972.3271804,999.68,113.60,-0.09,0
1768304972.4302227,999.68,113.61,-0.09,0
1768304972.5332701,999.68,113.60,-0.08,0
1768304972.6363385,999.68,113.60,-0.08,0
1768304972.7394552,999.68,113.60,-0.08,0
1768304972.8426158,999.68,113.60,-0.08,0
1768304972.945702,999.68,113.60,-0.09,0
1768304973.0488088,999.68,113.60,-0.08,0
1768304973.1518464,999.68,113.60,-0.08,0
1768304973.2549615,999.68,113.60,-0.08,0
1768304973.3580618,999.68,113.60,-0.09,0
1768304973.4610813,999.68,113.59,-0.07,0
1768304973.5641363,999.68,113.58,-0.06,0
1768304973.6671643,999.68,113.58,-0.07,0
1768304973.770352,999.68,113.59,-0.07,0
1768304973.8733985,999.68,113.59,-0.07,0
1768304973.97639,999.68,113.59,-0.07,0
1768304974.0794623,999.68,113.59,-0.08,0
1768304974.1825273,999.68,113.59,-0.07,0
1768304974.2854168,999.68,113.58,-0.07,0
1768304974.3882294,999.68,113.58,-0.07,0
1768304974.4912636,999.68,113.58,-0.06,0
1768304974.5941398,999.68,113.59,-0.07,0
1768304974.6970127,999.68,113.59,-0.07,0
1768304974.7998252,999.68,113.58,-0.06,0
1768304974.9027648,999.68,113.58,-0.07,0
1768304975.0055816,999.68,113.58,-0.07,0
1768304975.108407,999.68,113.59,-0.07,0
1768304975.2112675,999.68,113.60,-0.08,0
1768304975.3142343,999.68,113.60,-0.08,0
1768304975.4171257,999.68,113.59,-0.07,0
1768304975.5199368,999.68,113.59,-0.07,0
1768304975.622858,999.68,113.60,-0.08,0
1768304975.725705,999.68,113.60,-0.08,0
1768304975.8285046,999.68,113.60,-0.08,0
1768304975.9314306,999.68,113.59,-0.08,0
1768304976.0342367,999.68,113.59,-0.07,0
1768304976.140123,999.68,113.59,-0.08,0
1768304976.2431843,999.68,113.60,-0.08,0
1768304976.3461468,999.68,113.60,-0.08,0
1768304976.4491448,999.68,113.60,-0.09,0
1768304976.5521224,999.68,113.59,-0.08,0
1768304976.655058,999.68,113.59,-0.07,0
1768304976.7579596,999.68,113.59,-0.08,0
1768304976.8609734,999.68,113.61,-0.10,0
1768304976.9640732,999.68,113.62,-0.10,0
1768304977.067417,999.68,113.61,-0.10,0
1768304977.170579,999.68,113.61,-0.09,0
1768304977.2737331,999.68,113.61,-0.09,0
1768304977.3769176,999.68,113.61,-0.09,0
1768304977.480226,999.68,113.60,-0.08,0
1768304977.5835423,999.68,113.59,-0.08,0
1768304977.6867678,999.68,113.61,-0.09,0
1768304977.7899902,999.68,113.60,-0.08,0
1768304977.8930316,999.68,113.58,-0.07,0
1768304977.996085,999.68,113.59,-0.07,0
1768304978.099117,999.68,113.59,-0.07,0
1768304978.2022474,999.68,113.58,-0.07,0
1768304978.3053763,999.68,113.58,-0.06,0
1768304978.4086719,999.68,113.58,-0.06,0
1768304978.5116467,999.68,113.58,-0.07,0
1768304978.6147473,999.68,113.59,-0.07,0
1768304978.717824,999.68,113.59,-0.07,0
1768304978.8210583,999.68,113.58,-0.06,0
1768304978.9241507,999.68,113.58,-0.06,0
1768304979.0276272,999.68,113.58,-0.07,0
1768304979.1307445,999.68,113.58,-0.06,0
1768304979.2344804,999.68,113.57,-0.06,0
1768304979.3377895,999.68,113.56,-0.05,0
1768304979.4409316,999.68,113.57,-0.05,0
1768304979.5439577,999.68,113.57,-0.06,0
1768304979.6470468,999.68,113.58,-0.06,0
1768304979.7502027,999.68,113.57,-0.06,0
1768304979.853318,999.68,113.57,-0.05,0
1768304979.9563906,999.68,113.58,-0.06,0
1768304980.0595312,999.68,113.58,-0.07,0
1768304980.16257,999.68,113.59,-0.07,0
1768304980.2656136,999.68,113.58,-0.07,0
1768304980.3687453,999.68,113.59,-0.07,0
1768304980.4717994,999.68,113.59,-0.07,0
1768304980.5749004,999.68,113.59,-0.07,0
1768304980.677936,999.68,113.58,-0.07,0
1768304980.7810314,999.68,113.59,-0.08,0
1768304980.884119,999.68,113.60,-0.08,0
1768304980.9872484,999.68,113.60,-0.08,0
1768304981.090354,999.68,113.60,-0.08,0
1768304981.1935413,999.68,113.60,-0.08,0
1768304981.2966924,999.68,113.60,-0.09,0
1768304981.3997524,999.68,113.61,-0.09,0
1768304981.5028336,999.68,113.60,-0.09,0
1768304981.6057775,999.68,113.61,-0.10,0
1768304981.708725,999.68,113.61,-0.09,0
1768304981.8115191,999.68,113.60,-0.08,0
1768304981.9144228,999.68,113.60,-0.08,0
1768304982.0172634,999.68,113.60,-0.08,0
1768304982.1200957,999.68,113.60,-0.08,0
1768304982.2229838,999.68,113.59,-0.08,0
1768304982.3259854,999.68,113.59,-0.07,0
1768304982.4290667,999.68,113.59,-0.07,0
1768304982.532055,999.68,113.59,-0.07,0
1768304982.6352286,999.68,113.58,-0.07,0
1768304982.738195,999.68,113.57,-0.05,0
1768304982.841068,999.68,113.56,-0.05,0
1768304982.944123,999.68,113.56,-0.04,0
1768304983.047066,999.68,113.56,-0.04,0
1768304983.150089,999.68,113.56,-0.05,0
1768304983.253279,999.68,113.58,-0.07,0
1768304983.3563466,999.68,113.58,-0.06,0
1768304983.459742,999.68,113.58,-0.07,0
1768304983.5629084,999.68,113.58,-0.07,0
1768304983.6661253,999.68,113.58,-0.06,0
1768304983.7691495,999.68,113.59,-0.07,0
1768304983.8722594,999.68,113.58,-0.07,0
1768304983.9755406,999.68,113.59,-0.07,0
1768304984.0786514,999.68,113.59,-0.08,0
1768304984.182123,999.68,113.60,-0.08,0
1768304984.2852592,999.68,113.59,-0.07,0
1768304984.3883278,999.68,113.58,-0.07,0
1768304984.4914708,999.68,113.59,-0.07,0
1768304984.5944376,999.68,113.60,-0.09,0
1768304984.6974885,999.68,113.61,-0.09,0
1768304984.8005133,999.68,113.60,-0.08,0
1768304984.9037576,999.68,113.60,-0.08,0
1768304985.0069475,999.68,113.60,-0.08,0
1768304985.1099768,999.68,113.59,-0.08,0
1768304985.2131267,999.68,113.59,-0.07,0
1768304985.3163996,999.68,113.60,-0.08,0
1768304985.419511,999.68,113.60,-0.09,0
1768304985.522526,999.68,113.60,-0.09,0
1768304985.6255004,999.68,113.60,-0.08,0
1768304985.728498,999.68,113.57,-0.06,0
1768304985.8315911,999.68,113.57,-0.05,0
1768304985.9346406,999.68,113.57,-0.06,0
1768304986.0375698,999.68,113.58,-0.06,0
1768304986.140438,999.68,113.57,-0.06,0
1768304986.2460272,999.68,113.58,-0.06,0
1768304986.3488493,999.68,113.59,-0.07,0
1768304986.451821,999.68,113.60,-0.09,0
1768304986.5548754,999.68,113.60,-0.09,0
1768304986.6579506,999.68,113.60,-0.08,0
1768304986.7609286,999.68,113.59,-0.08,0
1768304986.8637822,999.68,113.59,-0.08,0
1768304986.9667242,999.68,113.61,-0.10,0
1768304987.0698402,999.68,113.61,-0.09,0
1768304987.1727939,999.68,113.60,-0.08,0
1768304987.2757587,999.68,113.59,-0.08,0
1768304987.3788476,999.68,113.59,-0.08,0
1768304987.481878,999.68,113.59,-0.07,0
1768304987.5848448,999.68,113.59,-0.08,0
1768304987.6878629,999.68,113.59,-0.08,0
1768304987.7907774,999.68,113.57,-0.06,0
1768304987.8935478,999.68,113.58,-0.06,0
1768304987.99654,999.68,113.59,-0.07,0
1768304988.0995598,999.68,113.57,-0.06,0
1768304988.2026896,999.68,113.58,-0.07,0
1768304988.3057888,999.68,113.60,-0.08,0
1768304988.408837,999.68,113.61,-0.09,0
1768304988.51184,999.68,113.60,-0.08,0
1768304988.6147635,999.68,113.60,-0.08,0
1768304988.7177055,999.68,113.60,-0.08,0
1768304988.820523,999.68,113.59,-0.08,0
1768304988.9234254,999.68,113.59,-0.08,0
1768304989.0263205,999.68,113.58,-0.06,0
1768304989.1292992,999.68,113.57,-0.06,0
1768304989.2329297,999.68,113.58,-0.06,0
1768304989.335962,999.68,113.58,-0.07,0
1768304989.4389167,999.68,113.59,-0.07,0
1768304989.5417936,999.68,113.58,-0.06,0
1768304989.6447496,999.68,113.58,-0.06,0
1768304989.7475858,999.68,113.59,-0.07,0
1768304989.8504214,999.68,113.58,-0.06,0
1768304989.9532924,999.68,113.58,-0.07,0
1768304990.056156,999.68,113.59,-0.07,0
1768304990.1589563,999.68,113.59,-0.07,0
1768304990.2620351,999.68,113.59,-0.08,0
1768304990.3649602,999.68,113.59,-0.08,0
1768304990.4678943,999.68,113.60,-0.09,0
1768304990.5708122,999.68,113.61,-0.10,0
1768304990.6737669,999.68,113.60,-0.08,0
1768304990.7766702,999.68,113.59,-0.07,0
1768304990.8794746,999.68,113.61,-0.09,0
1768304990.982325,999.68,113.61,-0.09,0
1768304991.0851567,999.68,113.59,-0.08,0
1768304991.188191,999.68,113.59,-0.08,0
1768304991.2949436,999.68,113.60,-0.08,0
1768304991.3979993,999.68,113.60,-0.09,0
1768304991.5011206,999.68,113.59,-0.07,0
1768304991.6041927,999.68,113.58,-0.07,0
1768304991.707378,999.68,113.60,-0.08,0
1768304991.8104336,999.68,113.60,-0.08,0
1768304991.9135122,999.68,113.59,-0.08,0
1768304992.0166657,999.68,113.59,-0.07,0
1768304992.1197526,999.68,113.60,-0.09,0
1768304992.2229068,999.68,113.61,-0.09,0
1768304992.3260322,999.68,113.61,-0.09,0
1768304992.4291673,999.68,113.61,-0.09,0
1768304992.5326273,999.68,113.60,-0.08,0
1768304992.6358316,999.68,113.59,-0.08,0
1768304992.739,999.68,113.60,-0.08,0
1768304992.8419986,999.68,113.60,-0.08,0
1768304992.9450443,999.68,113.59,-0.07,0
1768304993.051358,999.68,113.58,-0.07,0
1768304993.1540928,999.68,113.58,-0.07,0
1768304993.2567165,999.68,113.58,-0.07,0
1768304993.359317,999.68,113.59,-0.08,0
1768304993.4619477,999.68,113.59,-0.07,0
1768304993.5644538,999.68,113.58,-0.06,0
1768304993.6670668,999.68,113.58,-0.06,0
1768304993.7697382,999.68,113.58,-0.07,0
1768304993.8723304,999.68,113.59,-0.07,0
1768304993.974978,999.68,113.60,-0.08,0
1768304994.077498,999.68,113.60,-0.08,0
1768304994.180114,999.68,113.60,-0.09,0
1768304994.2828367,999.68,113.60,-0.08,0
1768304994.3853757,999.68,113.60,-0.08,0
1768304994.4879577,999.68,113.60,-0.09,0
1768304994.5905495,999.68,113.61,-0.10,0
1768304994.6930814,999.68,113.61,-0.09,0
1768304994.7956107,999.68,113.60,-0.08,0
1768304994.8981638,999.68,113.59,-0.08,0
1768304995.0306756,999.68,113.59,-0.08,0
1768304995.1332104,999.68,113.60,-0.09,0
1768304995.2357488,999.68,113.59,-0.08,0
1768304995.3382561,999.68,113.59,-0.07,0
1768304995.4406917,999.68,113.61,-0.09,0
1768304995.5430217,999.68,113.62,-0.10,0
1768304995.645392,999.68,113.61,-0.09,0
1768304995.7477376,999.68,113.61,-0.09,0
1768304995.850076,999.68,113.59,-0.08,0
1768304995.9524486,999.68,113.59,-0.08,0
1768304996.0548306,999.68,113.60,-0.08,0
1768304996.1571434,999.68,113.60,-0.08,0
1768304996.2596483,999.68,113.61,-0.10,0
1768304996.3622239,999.68,113.61,-0.09,0
1768304996.4648077,999.68,113.60,-0.09,0
1768304996.567337,999.68,113.60,-0.08,0
1768304996.669868,999.68,113.61,-0.09,0
1768304996.7723954,999.68,113.61,-0.10,0
1768304996.874991,999.68,113.62,-0.11,0
1768304996.9774828,999.68,113.63,-0.12,0
1768304997.0800023,999.68,113.62,-0.10,0
1768304997.1825755,999.68,113.62,-0.11,0
1768304997.285133,999.68,113.62,-0.11,0
1768304997.387695,999.68,113.61,-0.10,0
1768304997.4902463,999.68,113.61,-0.10,0
1768304997.5927954,999.68,113.62,-0.10,0
1768304997.695332,999.68,113.61,-0.09,0
1768304997.7978477,999.68,113.60,-0.08,0
1768304997.9003553,999.68,113.61,-0.10,0
1768304998.0029566,999.68,113.62,-0.10,0
1768304998.1054726,999.68,113.62,-0.10,0
1768304998.208353,999.68,113.61,-0.10,0
1768304998.3115628,999.68,113.62,-0.10,0
1768304998.4147146,999.68,113.62,-0.10,0
1768304998.5178828,999.68,113.61,-0.10,0
1768304998.6210594,999.68,113.61,-0.10,0
1768304998.7241385,999.68,113.61,-0.09,0
1768304998.8272274,999.68,113.60,-0.09,0
1768304998.9303086,999.68,113.62,-0.10,0
1768304999.0333207,999.68,113.63,-0.11,0
1768304999.1363719,999.68,113.62,-0.10,0
