Time,Pressure_hPa,Altitude_m,Drop_m,LED_Status
1768821206.5262628,1004.95,69.31,1.13,0
1768821206.6289341,1004.95,69.30,1.14,0
1768821206.7361472,1004.95,69.30,1.14,0
1768821206.841968,1004.95,69.31,1.13,0
1768821206.9446063,1004.95,69.31,1.13,0
1768821207.0472631,1004.96,69.23,1.21,0
1768821207.1499887,1004.96,69.23,1.21,0
1768821207.252616,1004.95,69.36,1.08,0
1768821207.355293,1004.95,69.37,1.08,0
1768821207.4580538,1004.94,69.39,1.05,0
1768821207.5607636,1004.94,69.39,1.05,0
1768821207.6634068,1004.95,69.37,1.07,0
1768821207.7660015,1004.94,69.38,1.07,0
1768821207.8685935,1004.94,69.42,1.03,0
1768821207.9712782,1004.94,69.41,1.03,0
1768821208.0739465,1004.93,69.50,0.94,0
1768821208.1765351,1004.93,69.50,0.94,0
1768821208.2791677,1004.94,69.41,1.03,0
1768821208.3818262,1004.94,69.41,1.03,0
1768821208.4845722,1004.94,69.43,1.02,0
1768821208.5873177,1004.94,69.43,1.01,0
1768821208.6899402,1004.93,69.49,0.95,0
1768821208.7925196,1004.93,69.49,0.95,0
1768821208.8951917,1004.94,69.44,1.00,0
1768821208.9978302,1004.94,69.44,1.01,0
1768821209.1004097,1004.94,69.40,1.05,0
1768821209.203072,1004.94,69.40,1.05,0
1768821209.3056931,1004.94,69.43,1.01,0
1768821209.4084616,1004.94,69.43,1.01,0
1768821209.5113525,1004.94,69.39,1.05,0
1768821209.6139817,1004.94,69.40,1.05,0
1768821209.716599,1004.95,69.36,1.09,0
1768821209.819311,1004.95,69.36,1.09,0
1768821209.9219525,1004.94,69.42,1.02,0
1768821210.024539,1004.94,69.43,1.01,0
1768821210.1271927,1004.94,69.39,1.05,0
1768821210.2298121,1004.94,69.39,1.06,0
1768821210.3323853,1004.94,69.38,1.07,0
1768821210.4352715,1004.94,69.38,1.06,0
1768821210.5378451,1004.94,69.41,1.03,0
1768821210.6404326,1004.94,69.41,1.03,0
1768821210.7431064,1004.95,69.35,1.09,0
1768821210.8457558,1004.95,69.35,1.09,0
1768821210.9483783,1004.95,69.30,1.14,0
1768821211.0510552,1004.95,69.31,1.14,0
1768821211.153689,1004.95,69.37,1.08,0
1768821211.256267,1004.95,69.36,1.08,0
1768821211.3588316,1004.95,69.30,1.15,0
1768821211.4615707,1004.95,69.30,1.14,0
1768821211.5641952,1004.96,69.27,1.17,0
1768821211.6668217,1004.96,69.27,1.17,0
1768821211.7694132,1004.95,69.35,1.09,0
1768821211.8753433,1004.95,69.34,1.11,0
1768821211.9779682,1004.95,69.33,1.11,0
1768821212.0805523,1004.95,69.33,1.11,0
1768821212.1831973,1004.95,69.30,1.14,0
1768821212.2859573,1004.95,69.31,1.13,0
1768821212.3886764,1004.95,69.33,1.11,0
1768821212.491441,1004.95,69.33,1.12,0
1768821212.594068,1004.95,69.31,1.13,0
1768821212.6967804,1004.95,69.32,1.13,0
1768821212.7993722,1004.95,69.31,1.13,0
1768821212.9019568,1004.95,69.32,1.13,0
1768821213.0045514,1004.95,69.36,1.08,0
1768821213.1072192,1004.95,69.37,1.07,0
1768821213.209835,1004.95,69.32,1.12,0
1768821213.3124018,1004.95,69.31,1.13,0
1768821213.4152632,1004.96,69.27,1.18,0
1768821213.5179014,1004.96,69.26,1.18,0
1768821213.6204581,1004.95,69.32,1.12,0
1768821213.7231002,1004.95,69.32,1.12,0
1768821213.8257987,1004.95,69.32,1.12,0
1768821213.9284315,1004.95,69.31,1.13,0
1768821214.0310752,1004.96,69.25,1.19,0
1768821214.1336691,1004.96,69.26,1.18,0
1768821214.236239,1004.95,69.36,1.08,0
1768821214.3388016,1004.95,69.36,1.08,0
1768821214.4415655,1004.96,69.29,1.15,0
1768821214.5441773,1004.96,69.29,1.15,0
1768821214.646776,1004.95,69.30,1.14,0
1768821214.7493207,1004.96,69.23,1.21,0
1768821214.8519027,1004.96,69.23,1.21,0
1768821214.954503,1004.95,69.31,1.13,0
1768821215.057066,1004.95,69.32,1.13,0
1768821215.1596093,1004.95,69.30,1.14,0
1768821215.2621467,1004.95,69.29,1.15,0
1768821215.3647587,1004.96,69.28,1.17,0
1768821215.4676023,1004.96,69.28,1.16,0
1768821215.5702765,1004.95,69.37,1.08,0
1768821215.672922,1004.95,69.35,1.09,0
1768821215.7755678,1004.95,69.35,1.10,0
1768821215.8781786,1004.95,69.33,1.11,0
1768821215.9808645,1004.95,69.33,1.11,0
1768821216.0834384,1004.95,69.30,1.14,0
1768821216.1860044,1004.95,69.31,1.13,0
1768821216.2885778,1004.95,69.34,1.10,0
1768821216.391505,1004.95,69.34,1.10,0
1768821216.4941568,1004.95,69.30,1.15,0
1768821216.5968676,1004.96,69.29,1.15,0
1768821216.69947,1004.96,69.28,1.16,0
1768821216.8020327,1004.96,69.27,1.17,0
1768821216.907877,1004.95,69.35,1.09,0
1768821217.0104854,1004.95,69.36,1.08,0
1768821217.1130457,1004.96,69.24,1.20,0
1768821217.215591,1004.96,69.24,1.20,0
1768821217.318168,1004.96,69.26,1.18,0
1768821217.4210074,1004.96,69.26,1.18,0
1768821217.5236678,1004.95,69.34,1.10,0
1768821217.6263967,1004.95,69.33,1.11,0
1768821217.72902,1004.95,69.36,1.08,0
1768821217.8315988,1004.95,69.36,1.08,0
1768821217.934241,1004.95,69.35,1.10,0
1768821218.0368931,1004.95,69.35,1.09,0
1768821218.1394436,1004.94,69.40,1.04,0
1768821218.2419977,1004.94,69.40,1.04,0
1768821218.3445902,1004.94,69.41,1.03,0
1768821218.4474478,1004.94,69.40,1.04,0
1768821218.550081,1004.95,69.33,1.11,0
1768821218.6527636,1004.95,69.34,1.11,0
1768821218.7553575,1004.95,69.36,1.08,0
1768821218.8579233,1004.95,69.37,1.07,0
1768821218.9605513,1004.95,69.37,1.07,0
1768821219.0632179,1004.95,69.36,1.08,0
1768821219.165854,1004.95,69.34,1.10,0
1768821219.2684195,1004.95,69.35,1.09,0
1768821219.3711076,1004.94,69.39,1.05,0
1768821219.473933,1004.94,69.39,1.05,0
1768821219.5765514,1004.95,69.34,1.10,0
1768821219.6792,1004.95,69.34,1.10,0
1768821219.781822,1004.95,69.34,1.11,0
1768821219.8843973,1004.95,69.33,1.12,0
1768821219.987092,1004.95,69.35,1.09,0
1768821220.0897403,1004.95,69.36,1.08,0
1768821220.1924164,1004.95,69.35,1.09,0
1768821220.295083,1004.95,69.35,1.09,0
1768821220.3979526,1004.95,69.37,1.07,0
1768821220.5007184,1004.95,69.36,1.08,0
1768821220.603323,1004.94,69.43,1.01,0
1768821220.7059107,1004.94,69.43,1.01,0
1768821220.8084486,1004.94,69.44,1.00,0
1768821220.9111297,1004.94,69.44,1.00,0
1768821221.0137794,1004.95,69.35,1.09,0
1768821221.1163313,1004.95,69.35,1.09,0
1768821221.2189386,1004.95,69.36,1.09,0
1768821221.3214912,1004.95,69.37,1.07,0
1768821221.424247,1004.94,69.45,0.99,0
1768821221.5271022,1004.94,69.46,0.99,0
1768821221.6299038,1004.92,69.59,0.85,0
1768821221.7324858,1004.92,69.59,0.85,0
1768821221.835108,1004.92,69.59,0.85,0
1768821221.9410522,1004.92,69.60,0.84,0
1768821222.043672,1004.92,69.62,0.83,0
1768821222.1462421,1004.92,69.62,0.82,0
1768821222.2488472,1004.91,69.68,0.76,0
1768821222.354555,1004.91,69.68,0.76,0
1768821222.457251,1004.90,69.75,0.69,0
1768821222.5599341,1004.90,69.75,0.69,0
1768821222.6626966,1004.90,69.79,0.66,0
1768821222.7654288,1004.90,69.79,0.65,0
1768821222.8681371,1004.90,69.77,0.67,0
1768821222.9709074,1004.90,69.77,0.67,0
1768821223.073593,1004.89,69.84,0.60,0
1768821223.17775,1004.89,69.83,0.61,0
1768821223.2804801,1004.89,69.83,0.61,0
1768821223.3831358,1004.89,69.82,0.62,0
1768821223.4859366,1004.88,69.89,0.55,0
1768821223.5885384,1004.88,69.91,0.54,0
1768821223.6912167,1004.87,70.00,0.44,0
1768821223.7939296,1004.87,70.00,0.44,0
1768821223.8968003,1004.85,70.15,0.29,0
1768821223.999548,1004.85,70.15,0.29,0
1768821224.1022666,1004.85,70.17,0.27,0
1768821224.2050369,1004.85,70.17,0.27,0
1768821224.3077192,1004.85,70.19,0.25,0
1768821224.4103763,1004.85,70.19,0.26,0
1768821224.5129113,1004.84,70.30,0.15,0
1768821224.6161523,1004.84,70.29,0.15,0
1768821224.718576,1004.83,70.31,0.13,0
1768821224.8207636,1004.83,70.30,0.14,0
1768821224.9229724,1004.83,70.32,0.12,0
1768821225.0251257,1004.83,70.33,0.11,0
1768821225.1272805,1004.81,70.49,-0.05,0
1768821225.2293923,1004.81,70.50,-0.05,0
1768821225.331508,1004.81,70.50,-0.05,0
1768821225.433808,1004.81,70.50,-0.05,0
1768821225.5360005,1004.81,70.53,-0.09,0
1768821225.639121,1004.81,70.54,-0.09,0
1768821225.7414389,1004.79,70.68,-0.24,0
1768821225.8437142,1004.79,70.68,-0.24,0
1768821225.946017,1004.79,70.66,-0.21,0
1768821226.0482728,1004.79,70.66,-0.22,0
1768821226.1505625,1004.77,70.80,-0.36,0
1768821226.2531724,1004.77,70.81,-0.36,0
1768821226.3555548,1004.77,70.82,-0.38,0
1768821226.457898,1004.77,70.83,-0.39,0
1768821226.5602493,1004.77,70.85,-0.41,0
1768821226.6625514,1004.77,70.86,-0.42,0
1768821226.764745,1004.76,70.95,-0.51,0
1768821226.8668785,1004.76,70.94,-0.50,0
1768821226.9720857,1004.76,70.93,-0.49,0
1768821227.074265,1004.76,70.93,-0.49,0
1768821227.176414,1004.74,71.07,-0.63,0
1768821227.2785857,1004.74,71.07,-0.63,0
1768821227.38076,1004.74,71.07,-0.63,0
1768821227.4830608,1004.73,71.16,-0.72,0
1768821227.5853763,1004.73,71.17,-0.72,0
1768821227.6875446,1004.74,71.13,-0.68,0
1768821227.7896874,1004.74,71.13,-0.68,0
1768821227.8918145,1004.74,71.12,-0.67,0
1768821227.9939864,1004.74,71.13,-0.68,0
1768821228.0961208,1004.72,71.25,-0.80,0
1768821228.1982968,1004.72,71.24,-0.80,0
1768821228.3004189,1004.73,71.20,-0.76,0
1768821228.4028018,1004.73,71.21,-0.77,0
1768821228.505088,1004.73,71.17,-0.73,0
1768821228.60729,1004.73,71.17,-0.73,0
1768821228.7094307,1004.73,71.19,-0.74,0
1768821228.8115537,1004.73,71.19,-0.75,0
1768821228.913767,1004.74,71.11,-0.67,0
1768821229.01592,1004.74,71.11,-0.67,0
1768821229.1180713,1004.74,71.12,-0.67,0
1768821229.220223,1004.74,71.12,-0.67,0
1768821229.3223991,1004.73,71.15,-0.71,0
1768821229.4247515,1004.73,71.14,-0.70,0
1768821229.5273116,1004.73,71.14,-0.70,0
1768821229.6299117,1004.73,71.14,-0.70,0
1768821229.7324579,1004.72,71.23,-0.79,0
1768821229.8351624,1004.72,71.23,-0.79,0
1768821229.937816,1004.72,71.27,-0.83,0
1768821230.040396,1004.72,71.27,-0.83,0
1768821230.1430378,1004.72,71.28,-0.84,0
1768821230.2456493,1004.72,71.28,-0.84,0
1768821230.348225,1004.72,71.29,-0.84,0
1768821230.4509974,1004.72,71.29,-0.85,0
1768821230.5536704,1004.70,71.41,-0.97,0
1768821230.656254,1004.70,71.41,-0.97,0
1768821230.7587924,1004.70,71.43,-0.99,0
1768821230.8613415,1004.70,71.43,-0.99,0
1768821230.9639437,1004.70,71.42,-0.98,0
1768821231.0666533,1004.70,71.42,-0.97,0
1768821231.169294,1004.70,71.45,-1.01,0
1768821231.271876,1004.70,71.44,-1.00,0
1768821231.3744762,1004.68,71.62,-1.18,0
1768821231.477252,1004.68,71.62,-1.18,0
1768821231.5801375,1004.68,71.63,-1.19,0
1768821231.6827946,1004.67,71.64,-1.20,0
1768821231.7854955,1004.68,71.61,-1.17,0
1768821231.888168,1004.68,71.60,-1.16,0
1768821231.9942858,1004.67,71.69,-1.25,0
1768821232.0970173,1004.67,71.70,-1.26,0
1768821232.2021782,1004.66,71.79,-1.35,0
1768821232.3046658,1004.66,71.78,-1.34,0
1768821232.4070113,1004.66,71.76,-1.32,0
1768821232.5092854,1004.66,71.76,-1.32,0
1768821232.611463,1004.64,71.91,-1.47,0
1768821232.713805,1004.64,71.91,-1.47,0
1768821232.8160303,1004.63,72.00,-1.56,0
1768821232.9182174,1004.63,72.00,-1.56,0
1768821233.0203831,1004.63,71.99,-1.55,0
1768821233.122515,1004.63,71.99,-1.55,0
1768821233.2246811,1004.63,72.02,-1.58,0
1768821233.3527415,1004.63,72.02,-1.58,0
1768821233.455087,1004.62,72.13,-1.69,0
1768821233.5572734,1004.62,72.13,-1.69,0
1768821233.659423,1004.61,72.17,-1.73,0
1768821233.7616634,1004.61,72.17,-1.73,0
1768821233.8637846,1004.60,72.28,-1.84,0
1768821233.9659197,1004.60,72.28,-1.84,0
1768821234.0680609,1004.58,72.41,-1.97,0
1768821234.1701992,1004.58,72.41,-1.97,0
1768821234.2723308,1004.59,72.39,-1.94,0
1768821234.374499,1004.59,72.38,-1.94,0
1768821234.4768243,1004.59,72.38,-1.94,0
1768821234.5790021,1004.59,72.38,-1.94,0
1768821234.681134,1004.57,72.50,-2.06,0
1768821234.7832708,1004.57,72.50,-2.06,0
1768821234.8853724,1004.58,72.47,-2.03,0
1768821234.9874969,1004.57,72.49,-2.04,0
1768821235.0896423,1004.57,72.56,-2.11,0
1768821235.1917527,1004.57,72.56,-2.11,0
1768821235.2939048,1004.55,72.66,-2.22,0
1768821235.3962338,1004.55,72.66,-2.21,0
1768821235.4985218,1004.55,72.68,-2.24,0
1768821235.6007147,1004.55,72.68,-2.24,0
1768821235.7028532,1004.55,72.68,-2.24,0
1768821235.8049743,1004.55,72.69,-2.25,0
1768821235.9072294,1004.54,72.74,-2.29,0
1768821236.0094368,1004.54,72.73,-2.29,0
1768821236.1115818,1004.53,72.83,-2.39,0
1768821236.2137063,1004.53,72.83,-2.39,0
1768821236.3158607,1004.54,72.80,-2.36,0
1768821236.4181776,1004.54,72.80,-2.36,0
1768821236.5204163,1004.53,72.86,-2.42,0
1768821236.622633,1004.53,72.86,-2.42,0
1768821236.7247972,1004.51,73.02,-2.58,0
1768821236.8269362,1004.51,73.01,-2.57,0
1768821236.9290738,1004.51,73.03,-2.59,0
1768821237.0351403,1004.51,73.03,-2.59,0
1768821237.137399,1004.51,73.00,-2.56,0
1768821237.2400622,1004.51,73.00,-2.55,0
1768821237.3428137,1004.52,72.96,-2.51,0
1768821237.4455972,1004.52,72.96,-2.52,0
1768821237.5485926,1004.52,72.97,-2.52,0
1768821237.6572473,1004.52,72.96,-2.51,0
1768821237.760346,1004.51,73.03,-2.59,0
1768821237.8631523,1004.51,73.04,-2.60,0
1768821237.9664974,1004.51,73.02,-2.58,0
1768821238.0695193,1004.51,73.02,-2.58,0
1768821238.1736488,1004.51,73.01,-2.57,0
1768821238.2787163,1004.51,73.01,-2.57,0
1768821238.383638,1004.51,73.00,-2.56,0
1768821238.4861634,1004.51,73.01,-2.57,0
1768821238.5884874,1004.51,73.01,-2.57,0
1768821238.690917,1004.51,73.00,-2.56,0
1768821238.7931402,1004.51,72.98,-2.54,0
1768821238.8953438,1004.52,72.98,-2.53,0
1768821238.9976084,1004.52,72.98,-2.53,0
1768821239.0998192,1004.51,72.99,-2.54,0
1768821239.2022078,1004.52,72.97,-2.53,0
1768821239.3044674,1004.52,72.97,-2.53,0
1768821239.4069107,1004.52,72.98,-2.54,0
1768821239.509233,1004.52,72.98,-2.54,0
1768821239.6114237,1004.51,73.01,-2.56,0
1768821239.7137427,1004.51,73.01,-2.57,0
1768821239.8159268,1004.51,72.99,-2.55,0
1768821239.9181054,1004.51,72.99,-2.55,0
1768821240.0202768,1004.51,73.01,-2.56,0
1768821240.1224422,1004.51,73.00,-2.56,0
1768821240.2247925,1004.51,73.04,-2.59,0
1768821240.326974,1004.51,73.05,-2.60,0
1768821240.4292955,1004.51,73.05,-2.60,0
1768821240.5315285,1004.51,73.05,-2.60,0
1768821240.6336899,1004.51,73.04,-2.60,0
1768821240.7359686,1004.51,72.98,-2.54,0
1768821240.8381517,1004.51,72.98,-2.54,0
1768821240.9403205,1004.52,72.97,-2.53,0
1768821241.0424786,1004.52,72.97,-2.53,0
1768821241.1448338,1004.51,73.00,-2.56,0
1768821241.247046,1004.51,72.99,-2.55,0
1768821241.3491917,1004.52,72.97,-2.52,0
1768821241.4514802,1004.52,72.97,-2.53,0
1768821241.5536823,1004.51,73.04,-2.59,0
1768821241.6560032,1004.51,73.03,-2.59,0
1768821241.758209,1004.51,73.04,-2.60,0
1768821241.8603663,1004.51,73.05,-2.61,0
1768821241.962543,1004.52,72.98,-2.53,0
1768821242.0647101,1004.51,72.99,-2.55,0
1768821242.1670218,1004.51,73.03,-2.59,0
1768821242.2691867,1004.51,73.02,-2.58,0
1768821242.37132,1004.52,72.96,-2.52,0
1768821242.4736722,1004.52,72.97,-2.53,0
1768821242.5758488,1004.52,72.97,-2.53,0
1768821242.6783826,1004.52,72.96,-2.52,0
1768821242.7811027,1004.51,73.00,-2.56,0
1768821242.8837306,1004.51,72.99,-2.55,0
1768821242.9864542,1004.52,72.91,-2.47,0
1768821243.0890574,1004.52,72.91,-2.46,0
1768821243.1918206,1004.52,72.95,-2.50,0
1768821243.2944236,1004.52,72.95,-2.51,0
1768821243.397246,1004.52,72.98,-2.53,0
1768821243.4999688,1004.51,72.98,-2.54,0
1768821243.6026425,1004.52,72.96,-2.51,0
1768821243.7054121,1004.52,72.95,-2.51,0
1768821243.8080063,1004.51,72.98,-2.54,0
1768821243.9106693,1004.51,72.99,-2.54,0
1768821244.0133688,1004.51,73.01,-2.56,0
1768821244.1159527,1004.51,73.01,-2.57,0
1768821244.2187645,1004.52,72.93,-2.48,0
1768821244.3213508,1004.52,72.92,-2.48,0
1768821244.4240983,1004.52,72.93,-2.49,0
1768821244.5267463,1004.52,72.93,-2.49,0
1768821244.6293306,1004.52,72.94,-2.50,0
1768821244.7320826,1004.52,72.94,-2.50,0
1768821244.8347836,1004.52,72.93,-2.49,0
1768821244.9374113,1004.52,72.94,-2.49,0
1768821245.040016,1004.52,72.95,-2.51,0
1768821245.143298,1004.52,72.94,-2.50,0
1768821245.2460086,1004.53,72.88,-2.44,0
1768821245.3485832,1004.53,72.89,-2.45,0
1768821245.451382,1004.52,72.90,-2.46,0
1768821245.5540185,1004.52,72.90,-2.46,0
1768821245.6568356,1004.52,72.92,-2.47,0
1768821245.7594893,1004.52,72.91,-2.47,0
1768821245.8620706,1004.53,72.87,-2.43,0
1768821245.964737,1004.53,72.88,-2.44,0
1768821246.0673337,1004.52,72.94,-2.50,0
1768821246.170094,1004.52,72.94,-2.49,0
1768821246.2727623,1004.52,72.94,-2.49,0
1768821246.3753252,1004.52,72.95,-2.50,0
1768821246.4780507,1004.52,72.91,-2.47,0
1768821246.580745,1004.52,72.91,-2.47,0
1768821246.6835086,1004.52,72.92,-2.48,0
1768821246.7861102,1004.52,72.93,-2.48,0
1768821246.888739,1004.52,72.95,-2.51,0
1768821246.9913561,1004.52,72.95,-2.50,0
1768821247.0939307,1004.53,72.86,-2.42,0
1768821247.196735,1004.53,72.86,-2.42,0
1768821247.2993217,1004.51,72.99,-2.55,0
1768821247.4020739,1004.51,72.99,-2.55,0
1768821247.504828,1004.51,72.99,-2.54,0
1768821247.6074457,1004.51,72.99,-2.55,0
1768821247.7101927,1004.52,72.97,-2.53,0
1768821247.8128479,1004.52,72.96,-2.52,0
1768821247.9155707,1004.51,73.00,-2.56,0
1768821248.0182385,1004.51,73.01,-2.57,0
1768821248.121041,1004.51,73.00,-2.56,0
1768821248.2238808,1004.51,73.00,-2.56,0
1768821248.3265698,1004.51,73.00,-2.55,0
1768821248.4293456,1004.51,73.00,-2.56,0
1768821248.5321343,1004.51,73.02,-2.58,0
1768821248.6349583,1004.51,73.02,-2.58,0
1768821248.7377021,1004.52,72.94,-2.50,0
1768821248.8403993,1004.52,72.94,-2.50,0
1768821248.9432325,1004.51,72.99,-2.55,0
1768821249.0459697,1004.51,72.99,-2.54,0
1768821249.1487975,1004.50,73.07,-2.63,0
1768821249.2514672,1004.50,73.07,-2.63,0
1768821249.3568227,1004.51,73.05,-2.60,0
1768821249.4592505,1004.51,73.05,-2.60,0
1768821249.5614512,1004.50,73.08,-2.64,0
1768821249.6637638,1004.50,73.08,-2.64,0
1768821249.7660968,1004.50,73.12,-2.68,0
1768821249.8682644,1004.50,73.12,-2.68,0
1768821249.9704783,1004.51,72.98,-2.54,0
1768821250.072685,1004.51,72.98,-2.54,0
1768821250.1750066,1004.51,73.02,-2.58,0
1768821250.2771747,1004.51,73.02,-2.58,0
1768821250.3793104,1004.51,73.02,-2.58,0
1768821250.4816463,1004.51,73.03,-2.59,0
1768821250.583851,1004.52,72.97,-2.53,0
