Time,Pressure_hPa,Abs_Alt_m,Rel_Alt_m,State,Status_Message
2026-02-27 17:00:19.344910,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:19.447605,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:19.550249,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:19.653163,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:19.755938,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:19.858668,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:19.961359,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:20.063993,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:20.166778,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:20.269429,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:20.372119,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:20.474858,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:20.577532,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:20.680424,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:20.783177,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:20.885864,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:20.988526,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:21.091490,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:21.194214,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:21.296996,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:21.399728,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:21.502399,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:21.605326,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:21.708084,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:21.810837,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:21.913525,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:22.016150,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:22.118830,1007.47,48.26,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:22.221501,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:22.324154,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:22.426872,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:22.529516,1007.47,48.21,-0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:22.632455,1007.47,48.21,-0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:22.735477,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:22.838190,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:22.940954,1007.47,48.24,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:23.043607,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:23.146263,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:23.249066,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:23.351755,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:23.454474,1007.47,48.22,-0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:23.557139,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:23.660068,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:23.762916,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:23.865824,1007.47,48.23,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:23.968531,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:24.071269,1007.47,48.24,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:24.174162,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:24.276917,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:24.379572,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:24.482215,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:24.587750,1007.47,48.22,-0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:24.690657,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:24.793356,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:24.896004,1007.47,48.24,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:24.998763,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:25.101442,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:25.204171,1007.47,48.24,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:25.306959,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:25.409591,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:25.512260,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:25.615119,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:25.717893,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:25.820581,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:25.923310,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:26.025989,1007.47,48.23,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:26.128613,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:26.231573,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:26.334336,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:26.437321,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:26.540048,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:26.642961,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:26.745786,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:26.848443,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:26.951126,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:27.053808,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:27.156486,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:27.259245,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:27.361989,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:27.464613,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:27.567397,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:27.670296,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:27.773105,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:27.875815,1007.47,48.23,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:27.978416,1007.47,48.21,-0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:28.081092,1007.47,48.21,-0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:28.183776,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:28.286424,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:28.389099,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:28.491792,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:28.594765,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:28.697707,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:28.800413,1007.47,48.23,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:28.903211,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:29.005935,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:29.108632,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:29.211485,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:29.314173,1007.47,48.26,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:29.416865,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:29.519517,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:29.622380,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:29.725124,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:29.827826,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:29.930443,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:30.033086,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:30.135726,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:30.238444,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:30.341119,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:30.443890,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:30.546627,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:30.649508,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:30.752235,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:30.854942,1007.47,48.24,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:30.957561,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:31.060196,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:31.162875,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:31.265553,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:31.368432,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:31.471219,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:31.573990,1007.47,48.26,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:31.676971,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:31.779783,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:31.882439,1007.47,48.26,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:31.985108,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:32.092193,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:32.194952,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:32.297657,1007.47,48.27,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:32.400305,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:32.502936,1007.47,48.27,0.04,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:32.605853,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:32.708658,1007.47,48.26,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:32.811413,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:32.914036,1007.47,48.24,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:33.016655,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:33.119341,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:33.222050,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:33.324771,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:33.427429,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:33.530086,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:33.633027,1007.47,48.22,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:33.735778,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:33.838433,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:33.941103,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:34.043723,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:34.146328,1007.47,48.23,-0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:34.249076,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:34.351750,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:34.454388,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:34.557064,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:34.659946,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:34.762935,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:34.865689,1007.47,48.27,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:34.968365,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:35.071067,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:35.173732,1007.47,48.27,0.04,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:35.276435,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:35.379202,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:35.481920,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:35.585202,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:35.688201,1007.47,48.24,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:35.790941,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:35.893621,1007.47,48.26,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:35.996260,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:36.098877,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:36.201595,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:36.304295,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:36.406948,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:36.509866,1007.47,48.24,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:36.612851,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:36.715677,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:36.818387,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:36.921114,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:37.023761,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:37.126394,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:37.229113,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:37.331816,1007.47,48.23,-0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:37.434510,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:37.537161,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:37.640042,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:37.742832,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:37.845497,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:37.948170,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:38.050842,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:38.153463,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:38.256147,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:38.359358,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:38.462065,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:38.564818,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:38.667712,1007.47,48.23,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:38.770440,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:38.873150,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:38.975818,1007.47,48.26,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:39.078456,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:39.181123,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:39.283813,1007.47,48.26,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:39.386454,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:39.489085,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:39.591962,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:39.694863,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:39.797852,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:39.900579,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:40.003520,1007.47,48.24,0.00,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:40.106267,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:40.209038,1007.47,48.27,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:40.311738,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:40.414387,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:40.517133,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:40.620021,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:40.723053,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:40.825818,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:40.928471,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:41.031188,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:41.133863,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:41.236523,1007.47,48.25,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:41.339274,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:41.441994,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:41.544875,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:41.647824,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:41.750573,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:41.853307,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:41.956037,1007.47,48.26,0.03,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:42.058727,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:42.161381,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:42.264062,1007.47,48.24,0.01,STANDBY,Waiting for ascent (> 5.0m)
2026-02-27 17:00:42.366826,1007.47,48.25,0.02,STANDBY,Waiting for ascent (> 5.0m)
