Time,Pressure_hPa,Abs_Alt_m,Rel_Alt_m,LED_Status
2026-01-26 19:57:09.611884,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:09.714854,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:09.818754,1015.44,-18.19,-0.18,ON (Low Alt)
2026-01-26 19:57:09.921823,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:10.024382,1015.44,-18.18,-0.17,ON (Low Alt)
2026-01-26 19:57:10.127041,1015.43,-18.17,-0.16,ON (Low Alt)
2026-01-26 19:57:10.229582,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:10.332845,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:10.446027,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:10.549401,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:10.652954,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:10.756394,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:10.859735,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:10.966107,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:11.069252,1015.44,-18.22,-0.22,ON (Low Alt)
2026-01-26 19:57:11.172763,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:11.276510,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:11.380427,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:11.483315,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:11.587659,1015.44,-18.19,-0.18,ON (Low Alt)
2026-01-26 19:57:11.690861,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:11.794259,1015.44,-18.23,-0.22,ON (Low Alt)
2026-01-26 19:57:11.904169,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:12.006976,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:12.110533,1015.44,-18.23,-0.22,ON (Low Alt)
2026-01-26 19:57:12.216062,1015.44,-18.23,-0.22,ON (Low Alt)
2026-01-26 19:57:12.319174,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:12.422200,1015.44,-18.23,-0.22,ON (Low Alt)
2026-01-26 19:57:12.525874,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:12.629445,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:12.733047,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:12.836408,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:12.940347,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:13.043262,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:13.146173,1015.44,-18.18,-0.17,ON (Low Alt)
2026-01-26 19:57:13.249433,1015.43,-18.17,-0.16,ON (Low Alt)
2026-01-26 19:57:13.360607,1015.43,-18.17,-0.16,ON (Low Alt)
2026-01-26 19:57:13.463168,1015.43,-18.16,-0.15,ON (Low Alt)
2026-01-26 19:57:13.566049,1015.43,-18.17,-0.16,ON (Low Alt)
2026-01-26 19:57:13.668692,1015.43,-18.17,-0.16,ON (Low Alt)
2026-01-26 19:57:13.771257,1015.44,-18.18,-0.17,ON (Low Alt)
2026-01-26 19:57:13.874066,1015.44,-18.18,-0.17,ON (Low Alt)
2026-01-26 19:57:13.976740,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:14.079576,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:14.182358,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:14.285060,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:14.387812,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:14.490817,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:14.593785,1015.44,-18.18,-0.17,ON (Low Alt)
2026-01-26 19:57:14.696604,1015.44,-18.18,-0.17,ON (Low Alt)
2026-01-26 19:57:14.876705,1015.44,-18.19,-0.18,ON (Low Alt)
2026-01-26 19:57:14.991650,1015.44,-18.19,-0.18,ON (Low Alt)
2026-01-26 19:57:15.094238,1015.44,-18.19,-0.18,ON (Low Alt)
2026-01-26 19:57:15.196780,1015.44,-18.19,-0.18,ON (Low Alt)
2026-01-26 19:57:15.299393,1015.44,-18.18,-0.17,ON (Low Alt)
2026-01-26 19:57:15.402216,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:15.504920,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:15.607457,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:15.710369,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:15.813170,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:15.915902,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:16.018609,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:16.121316,1015.44,-18.19,-0.18,ON (Low Alt)
2026-01-26 19:57:16.224020,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:16.326717,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:16.429369,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:16.533167,1015.44,-18.21,-0.21,ON (Low Alt)
2026-01-26 19:57:16.637039,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:16.740797,1015.44,-18.20,-0.19,ON (Low Alt)
2026-01-26 19:57:16.843891,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:16.946654,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:17.049357,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:17.152110,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:17.255134,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:17.357907,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:17.460620,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:17.563607,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:17.666554,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:17.769491,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:17.872570,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:17.975317,1015.44,-18.22,-0.21,ON (Low Alt)
2026-01-26 19:57:18.078310,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:18.181713,1015.44,-18.21,-0.20,ON (Low Alt)
2026-01-26 19:57:18.284368,1015.44,-18.24,-0.23,ON (Low Alt)
2026-01-26 19:57:18.387173,1015.44,-18.24,-0.23,ON (Low Alt)
2026-01-26 19:57:18.490207,1015.44,-18.23,-0.22,ON (Low Alt)
2026-01-26 19:57:18.592997,1015.44,-18.23,-0.22,ON (Low Alt)
2026-01-26 19:57:18.695854,1015.44,-18.24,-0.24,ON (Low Alt)
2026-01-26 19:57:18.798645,1015.44,-18.24,-0.23,ON (Low Alt)
2026-01-26 19:57:18.901597,1015.44,-18.24,-0.23,ON (Low Alt)
2026-01-26 19:57:19.004431,1015.44,-18.24,-0.23,ON (Low Alt)
2026-01-26 19:57:19.107321,1015.44,-18.25,-0.24,ON (Low Alt)
2026-01-26 19:57:19.210148,1015.44,-18.24,-0.23,ON (Low Alt)
2026-01-26 19:57:19.312719,1015.44,-18.25,-0.24,ON (Low Alt)
2026-01-26 19:57:19.415456,1015.44,-18.24,-0.23,ON (Low Alt)
2026-01-26 19:57:19.518543,1015.44,-18.25,-0.24,ON (Low Alt)
2026-01-26 19:57:19.621755,1015.44,-18.25,-0.24,ON (Low Alt)
2026-01-26 19:57:19.724979,1015.44,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:19.828729,1015.44,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:19.931258,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:20.033935,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:20.136443,1015.44,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:20.238908,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:20.341710,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:20.444397,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:20.546979,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:20.650233,1015.44,-18.25,-0.24,ON (Low Alt)
2026-01-26 19:57:20.753356,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:20.856427,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:20.959355,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:21.062522,1015.44,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:21.166004,1015.44,-18.24,-0.23,ON (Low Alt)
2026-01-26 19:57:21.268868,1015.44,-18.24,-0.23,ON (Low Alt)
2026-01-26 19:57:21.371800,1015.44,-18.25,-0.24,ON (Low Alt)
2026-01-26 19:57:21.474544,1015.44,-18.25,-0.24,ON (Low Alt)
2026-01-26 19:57:21.577471,1015.45,-18.27,-0.26,ON (Low Alt)
2026-01-26 19:57:21.680194,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:21.783079,1015.44,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:21.886471,1015.44,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:21.990304,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:22.093101,1015.44,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:22.195923,1015.45,-18.26,-0.26,ON (Low Alt)
2026-01-26 19:57:22.298718,1015.44,-18.25,-0.24,ON (Low Alt)
2026-01-26 19:57:22.401489,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:22.504286,1015.45,-18.28,-0.27,ON (Low Alt)
2026-01-26 19:57:22.607186,1015.45,-18.27,-0.26,ON (Low Alt)
2026-01-26 19:57:22.710021,1015.45,-18.27,-0.26,ON (Low Alt)
2026-01-26 19:57:22.812758,1015.45,-18.27,-0.26,ON (Low Alt)
2026-01-26 19:57:22.915857,1015.45,-18.27,-0.26,ON (Low Alt)
2026-01-26 19:57:23.018623,1015.45,-18.27,-0.26,ON (Low Alt)
2026-01-26 19:57:23.121415,1015.44,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:23.224218,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:23.327083,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:23.429908,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:23.532666,1015.45,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:23.635483,1015.44,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:23.738289,1015.45,-18.27,-0.26,ON (Low Alt)
2026-01-26 19:57:23.841093,1015.45,-18.27,-0.26,ON (Low Alt)
2026-01-26 19:57:23.944120,1015.44,-18.26,-0.25,ON (Low Alt)
2026-01-26 19:57:24.046930,1015.45,-18.27,-0.26,ON (Low Alt)
2026-01-26 19:57:24.149707,1015.45,-18.27,-0.27,ON (Low Alt)
2026-01-26 19:57:24.252436,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:24.355263,1015.45,-18.28,-0.27,ON (Low Alt)
2026-01-26 19:57:24.458063,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:24.560790,1015.45,-18.29,-0.29,ON (Low Alt)
2026-01-26 19:57:24.663544,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:24.766386,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:24.869233,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:24.972326,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:25.076035,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:25.179820,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:25.283312,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:25.386583,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:25.489610,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:25.592930,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:25.696195,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:25.799317,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:25.902411,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:26.005475,1015.45,-18.30,-0.30,ON (Low Alt)
2026-01-26 19:57:26.108753,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:26.211832,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:26.314949,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:26.418089,1015.45,-18.31,-0.30,ON (Low Alt)
2026-01-26 19:57:26.521047,1015.45,-18.31,-0.30,ON (Low Alt)
2026-01-26 19:57:26.624237,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:26.728429,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:26.844611,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:26.947547,1015.45,-18.31,-0.30,ON (Low Alt)
2026-01-26 19:57:27.050323,1015.45,-18.32,-0.31,ON (Low Alt)
2026-01-26 19:57:27.153184,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:27.255959,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:27.358826,1015.45,-18.32,-0.32,ON (Low Alt)
2026-01-26 19:57:27.461689,1015.45,-18.32,-0.31,ON (Low Alt)
2026-01-26 19:57:27.564416,1015.45,-18.30,-0.29,ON (Low Alt)
2026-01-26 19:57:27.667020,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:27.769884,1015.45,-18.28,-0.27,ON (Low Alt)
2026-01-26 19:57:27.872847,1015.45,-18.29,-0.28,ON (Low Alt)
2026-01-26 19:57:27.975820,1015.45,-18.32,-0.31,ON (Low Alt)
2026-01-26 19:57:28.078983,1015.45,-18.33,-0.32,ON (Low Alt)
2026-01-26 19:57:28.181985,1015.45,-18.32,-0.31,ON (Low Alt)
2026-01-26 19:57:28.284823,1015.45,-18.31,-0.30,ON (Low Alt)
2026-01-26 19:57:28.388688,1015.45,-18.33,-0.32,ON (Low Alt)
2026-01-26 19:57:28.491610,1015.45,-18.33,-0.32,ON (Low Alt)
2026-01-26 19:57:28.594967,1015.45,-18.32,-0.31,ON (Low Alt)
2026-01-26 19:57:28.697920,1015.45,-18.31,-0.30,ON (Low Alt)
2026-01-26 19:57:28.801214,1015.45,-18.32,-0.31,ON (Low Alt)
2026-01-26 19:57:28.904104,1015.45,-18.32,-0.31,ON (Low Alt)
2026-01-26 19:57:29.007082,1015.45,-18.33,-0.32,ON (Low Alt)
2026-01-26 19:57:29.109846,1015.45,-18.33,-0.32,ON (Low Alt)
2026-01-26 19:57:29.212571,1015.45,-18.33,-0.32,ON (Low Alt)
2026-01-26 19:57:29.315338,1015.45,-18.32,-0.31,ON (Low Alt)
2026-01-26 19:57:29.418122,1015.45,-18.33,-0.33,ON (Low Alt)
